transaction_id,timestamp,user_id,amount,transaction_type,merchant,location,device,ip_address
363f19bb-64e7-420e-af10-8ce02503c962,2023-07-16 18:26:27.446294,c1ab294e-d54f-4060-b4e6-c5c6bc11c431,48170,debit,Holder-Williams,West Nathan,desktop,57.180.63.161
6a987db8-d3ef-4f09-be38-915a6246055d,2020-04-15 11:15:54.634309,e177ea54-4c20-48e1-a8d7-ee1517b6b854,28747,credit,"Marshall, Friedman and Collins",Reynoldshaven,mobile,95.5.169.250
2bd37d58-7a34-4719-9dd8-5fbe8d6af189,2023-05-05 14:34:50.684524,763939c0-1369-48b1-a2bf-ad17a221e422,51606,credit,"Johnson, Gonzalez and Alexander",Matthewfort,tablet,102.37.236.203
688796d6-3941-4497-8f47-4322d4427073,2023-10-28 11:15:05.078384,373fa8dc-6cc3-4674-a9ff-8a5a62440c85,37928,debit,King Ltd,Larsonport,desktop,185.30.241.154
e239a649-f507-4181-abe5-5a4c661bc2da,2021-12-20 14:13:42.709476,dc9d7586-e01d-499b-9b9c-5d8d4eb78d8c,73970,debit,Williams and Sons,Melissamouth,tablet,187.2.34.125
0cdbaf44-63ba-49f1-91f9-ef8dbd4241ce,2021-12-24 16:13:12.352211,c722f4df-aa7c-4047-aab6-0ffbb695f194,75783,debit,"Johnson, Thomas and Randall",Port David,desktop,57.163.98.93
9f9efdb5-1869-4a91-baf4-c7126d0e117e,2024-05-04 20:01:03.876233,310e21a8-91cf-4be9-ad40-6db402f56514,27776,credit,Phillips-Little,Dennisport,desktop,143.194.144.124
ebda0195-f65e-4d21-b88a-87f970fedfe4,2024-04-08 09:55:35.696574,6458a0a6-c374-4e90-b391-895924e85758,51734,debit,"Graham, Munoz and Myers",Nathanfurt,desktop,202.83.140.68
5ff3a3a5-7069-4037-8c5e-8a157ae989ec,2022-06-15 11:23:17.402344,b8e7f190-9a85-493b-a825-eb006866214e,54452,credit,"Cruz, Davis and Mcclain",Kathyville,tablet,44.179.162.240
e34d4d6e-bfa8-438e-aeb0-08e9c083e259,2023-04-08 11:00:38.023411,efe7bdbb-a3a7-4217-a0ea-d899a2acda1c,67178,credit,Martin-Roberts,Goodmanbury,desktop,149.8.178.52
3809eaf2-5ec9-446f-a7f9-9fc4df2214c1,2023-01-06 22:12:23.129022,369db131-2955-4ba7-8fd3-68a1c300ea4e,97293,credit,Hall-Hernandez,Kevinfort,desktop,177.217.37.171
13657523-8c9d-4b0c-88bf-ee7d5db83c7e,2024-05-20 00:52:49.580683,10930c8d-78a8-4019-b7c2-a3e5b72adc2b,65554,credit,Miller-Lopez,Michaelfurt,mobile,203.7.192.64
2a846937-68e9-4b23-964e-ef64cf84e055,2020-01-30 11:33:34.942621,4b01a64c-9af5-4d4a-a790-cd0faf874201,66294,credit,"Hensley, Randolph and Hardy",Millerview,tablet,54.106.236.26
67a88f37-8b13-4273-be15-055949e896c5,2025-02-04 02:22:26.616739,94d606aa-ee72-4f9e-a187-f3cc1c29f3f6,60295,debit,"Robinson, Houston and Holland",Scottville,mobile,22.24.98.201
bec74892-9ed0-4f3b-bf1d-d386daffb04a,2023-07-09 01:18:25.530775,d89a62cd-e2a2-46c2-a515-36701c3a6301,57184,credit,Mata-Garcia,Jaychester,tablet,8.204.178.213
d1b4b2e7-a095-4133-b609-ae4ba7d33787,2021-04-20 11:45:01.257169,88f0c630-2bcd-409a-88b4-871ff0a2de43,17516,debit,Lopez PLC,New Kelsey,tablet,91.224.8.172
5a8633b1-f9a2-4593-9fa7-cd452369174a,2020-12-01 21:29:09.378161,f0c474df-ff0c-45a7-84b2-021cd714c05b,40454,debit,Lawrence Group,Spearsmouth,tablet,95.88.181.29
6974e9ce-0929-4979-bfdf-1d2732f2b75c,2020-11-14 20:47:47.905643,096cf31e-09dd-4e28-bed3-b40ff07fac1c,97800,credit,Hughes Ltd,East Jamie,tablet,124.17.53.34
4f1d58db-2ff2-4dcf-a865-050302ea4fe8,2022-01-30 04:10:44.198133,8f5c3cea-435c-4f55-90a3-8d459222a1e5,76730,credit,Snyder-Roberts,Johnsonbury,tablet,26.138.71.183
f36f7e2b-c4cf-4bb9-ac05-e273c277f50b,2023-03-23 12:18:05.027154,c8bd4bc0-8514-45fb-b54b-509f65a3a00a,88087,credit,"Gross, Barrett and Bell",Carlstad,tablet,109.89.223.54
e912d908-9959-4428-882a-6f506f5255d1,2022-09-06 18:03:39.696006,d09b29ab-03f0-4c25-a1f9-44cc59966d43,78450,credit,"Ortiz, Goodman and Jackson",West Natalieborough,tablet,89.33.229.57
cb136428-5e84-4780-ad80-b3fbc913762c,2021-05-17 01:23:36.904958,04a0c432-74d1-44b3-bf83-2f8643393e4b,98379,credit,Davis-Johnson,North Graceburgh,tablet,198.214.248.20
d3625fa0-b495-43b6-8340-412ea9464d88,2024-01-08 21:54:42.706587,ab8a283d-446a-4172-82fc-26c59ce51a27,43262,credit,Oconnor PLC,Armstrongville,desktop,159.182.51.5
d5e4a4b5-bc5a-4004-95ba-95ffa0b01ef6,2024-05-08 05:25:11.521981,f0af3418-38d4-4421-abe6-f13fea6fe1f4,83785,debit,"Williams, Phillips and Williams",South Amanda,desktop,107.47.120.39
46ec70bc-bd2e-4088-9b23-328ae2df7eab,2020-07-23 10:21:59.115909,caa9daec-5c16-4a8e-a971-6f6971f70e29,68824,credit,Butler-Porter,New Rebecca,desktop,17.84.39.116
da30d90c-c0a3-4aa4-bd39-f5ab25edea8f,2022-11-25 11:32:46.477795,4dcec594-db1f-4470-a6e8-54f99e523d42,58493,credit,"Skinner, Rice and Holloway",Scottstad,mobile,51.253.22.196
4df805f6-e5cb-4423-af3c-589b206df703,2021-06-16 09:23:13.059048,b84a4e41-b95f-4749-b3e5-8b98cd416235,12548,debit,"Allen, Anderson and Kirk",North Ashleyburgh,mobile,38.55.63.18
2fdb4f81-d040-4dc4-90d2-78389b9904ab,2021-11-29 06:26:21.114609,fe1ead85-88b9-465c-bfad-bfa5fc42e6ad,95455,credit,Stanley and Sons,North Joshuahaven,desktop,9.227.250.170
6ee01cb6-90da-4a5d-b9b9-181079de6fd5,2021-10-27 06:28:26.677035,b6376fc7-946c-4e38-b7c5-a305fbdceeec,31699,credit,Austin-Steele,Lake Jenniferchester,mobile,51.128.55.146
8e0fd98d-9521-42ca-a83a-376c0ab57d38,2020-03-23 06:09:59.282322,aa56c5d4-1168-4d18-9b6d-5663d7671968,76061,credit,Davis-Nolan,Longland,tablet,185.216.195.8
ba892f69-a22b-4d5c-8a93-a43a6f269a6d,2024-04-06 00:23:02.131301,c686a9ec-3bdf-4079-9ff0-1d4db96721ed,11701,debit,Young-Price,Alexanderland,mobile,223.39.147.162
28c81ac7-24fc-45a0-bc70-e2614be86c23,2023-10-18 01:29:49.951255,f58bea70-dd6b-432b-accc-34919c88549c,26739,debit,Martinez Group,West Victoria,desktop,128.241.126.158
6080add5-9673-4b5f-ba81-cf112c84313e,2022-06-02 12:44:17.972265,bd56425c-77dc-4d4a-93b2-8a52dc9a95ae,46315,credit,Cox-Cooper,South Dustinstad,mobile,124.199.111.139
a15a0b84-a906-4fb8-8899-a2c3007a2d88,2021-06-06 14:17:08.043990,432434fc-5063-4d6c-b267-1be597f3f43d,11089,debit,White-Cooper,West Stephenfort,mobile,8.98.157.223
6734ba8f-883f-4341-b8f0-2322ac1e0f20,2023-12-25 08:40:27.839629,b2fad16d-48fd-43d7-9bad-98f79368d271,97249,debit,"Shepherd, Watson and Delacruz",Nguyenmouth,tablet,55.232.115.200
293a0f8f-51a8-45a2-807a-7a9ae930b1a3,2020-03-25 08:51:33.798615,a61435f5-ec30-41e2-9a8c-d9185eafd85e,9267,debit,"Herrera, Molina and Robinson",Lake Julie,mobile,96.190.148.238
0eb64b83-f639-43d5-baa1-d5fcaf30b66b,2021-09-18 11:15:40.791572,90a27d49-6845-4985-98f6-85b14deb7eb7,7634,credit,"Murphy, Johnson and Higgins",Stephensbury,mobile,84.138.112.144
1bf483a5-d85d-4c3d-86d8-96cc12e7d91b,2023-03-01 23:40:09.587059,a445bb55-d85f-4ff3-a52c-abe7d03f2d62,9015,debit,Reed-Larson,Osbornechester,desktop,87.138.65.197
0c44ce8e-9aaa-4728-ae9e-388bdc881a5a,2023-11-21 04:22:49.881855,894882d5-444e-496b-bee8-0dd77329458c,42643,credit,Garcia LLC,Port Jason,tablet,114.227.98.201
391e362d-b787-438b-a132-90daef23a621,2021-10-16 15:24:11.363422,d3d2cacb-5136-4e2c-a1a5-3075a8efc8c5,64803,credit,"Conrad, Ross and King",West Christopher,tablet,94.124.190.24
4c2df6be-3647-4652-8e83-49e6327ff2f5,2020-12-02 01:58:45.542729,6f4b3caa-d1f2-4518-b4d8-92082c4da552,93045,debit,"Abbott, Becker and Wilkins",Richardmouth,tablet,76.207.107.122
b53212ae-5aad-44f4-8108-ee96c9d42966,2024-12-04 12:52:38.496240,7d089420-d900-4346-8afe-5631a77e5d55,77496,debit,Walton LLC,South Crystal,desktop,89.182.231.86
c95d016f-cb93-4fcb-a364-9d6f498b690b,2024-09-17 16:29:27.656979,96acfebf-11ad-4ee3-8d85-3e4e7864b23b,72940,credit,Baker Group,Lake Pennyside,mobile,13.186.132.62
78549044-6706-4bbf-8b73-ee45f45472fb,2024-12-25 16:55:45.811331,eec29f04-bcc7-4b88-83d3-165adcb6713a,66560,credit,Boyd-Rogers,Morrisbury,tablet,138.176.200.69
f48b334f-270c-4b4c-8aa5-c6f06528ed78,2020-10-26 15:48:43.107781,81d94a25-ad6c-4e83-9695-8d40ba13f747,10649,debit,Crawford-Armstrong,Port Kellytown,desktop,154.70.41.68
6e123568-000c-48c6-96f6-1e7aa99424f8,2022-05-21 07:13:36.245441,2a247229-253f-42c9-9b29-ac48a443b516,47820,credit,Edwards LLC,Port Alyssa,mobile,20.179.207.194
3a4b9bd7-05a4-4819-bcb9-1500b1ad3bd0,2021-01-05 18:30:05.472503,a73df552-59b6-4ab3-8c7d-1e3b60e2e184,79107,debit,Johnson Ltd,Sharonport,mobile,194.130.199.14
aba65d66-febd-4df1-9762-bf57bf61d52c,2022-05-21 02:49:03.614826,c0100ac6-7546-48a7-a93a-3b1f6eaa5133,70293,debit,Li Ltd,Ashleyborough,mobile,81.31.238.7
9a6d4cff-fbdb-4b25-b643-cb5aa1f282d7,2023-07-09 20:40:54.993774,565465bc-3aec-45e2-8acd-d73499d89e85,53555,debit,Lopez and Sons,North Jasonmouth,desktop,184.219.166.26
a9836495-b9e7-495f-ba94-584787fe3a8c,2023-08-05 03:52:02.259091,e583cac8-472f-47af-85bd-c504d4610a81,970,debit,Morales-Porter,Jacobfurt,mobile,69.3.138.156
d0045785-769e-4273-96e1-b2ca147318b7,2020-04-19 01:04:09.184081,36c0899f-9f94-478e-be71-58f412c5a475,70675,debit,"Dean, Davis and Young",Mooreburgh,tablet,168.253.250.243
9564e7ee-5e34-4707-aa6b-acac4e01f6ac,2020-04-12 09:02:56.930363,5032e223-e32a-4e63-acf2-1ac71692c313,5666,debit,Fernandez-Santana,East Christian,desktop,210.192.30.96
481d7a75-efb6-42ae-946e-77e9a0f67d8c,2021-10-13 13:44:59.623332,75668e2d-6032-43a0-b003-d634000a12be,5684,credit,Powell-Mcdonald,Anthonybury,desktop,83.168.190.88
f1cf3144-c458-4408-a72b-f24b2ee5c707,2025-02-27 18:46:30.822635,d050dcf5-af6b-45bb-9ffa-a28ce1cc284b,57632,debit,Castaneda-Schmidt,North Anna,mobile,101.142.20.7
3e370be9-e817-420c-acbf-2fbef32631d1,2021-02-13 08:57:30.312447,90ee0e5c-17fc-4a22-937e-e4a21d293323,20435,debit,Kim-Alvarez,Calhounport,mobile,115.246.224.133
996855be-9270-411e-972e-02fdaa036fa3,2022-10-09 17:22:18.913063,7a62499d-4987-4ee0-9d64-6ad95ee0a083,69537,debit,Farrell Group,Cookmouth,mobile,12.9.231.36
f0d77628-673b-4b5d-a0cb-4754b70e5f81,2022-01-12 16:31:02.744521,1e1cfc9f-ef6d-434a-906a-1dccff69fce1,12419,debit,"Gomez, Blackburn and Sexton",Trujilloburgh,desktop,144.58.96.81
3a92995d-0097-4bf6-b92f-c2315b5f7e34,2024-09-30 14:22:52.506924,dc533502-f223-47c3-8d40-1b0b9ac151ab,8111,debit,Cooper-Cooper,West Ryan,tablet,85.243.201.78
b88fba3d-1933-4f9a-9a37-40866589da8a,2023-12-01 12:34:17.669538,ab6f3f63-f4fc-46a0-ade6-199046d64844,62128,credit,"Dean, Morris and Hill",New Danielle,desktop,135.34.240.109
fce3537d-40d4-418a-b456-46e660486af7,2021-12-19 23:44:22.464987,acc22ef2-a96c-45c9-9704-b60cf193d7bb,50560,credit,Clark Group,South Stevenstad,mobile,108.60.28.28
9571c5a3-23cc-41e2-ad46-41c21cfa7886,2023-05-20 18:03:57.726775,35a9ce16-6f2c-46fc-a89b-51285f4df256,29056,debit,"Ayala, Hahn and Montgomery",Lake Matthew,mobile,114.165.155.197
f161f5cd-c150-43f8-aa60-c3953f42a617,2021-01-06 07:55:09.570482,5ab7f0c8-5fdc-438a-b55c-b2e267176eee,11364,credit,"Davis, Avila and Carson",Timothyland,mobile,86.118.234.158
367ebc72-db56-4594-a6f8-9a749c230aef,2021-09-07 03:04:04.158843,800b9b58-f9db-44af-822f-0149517d09a4,98735,debit,"Gutierrez, Lucas and Henderson",East Kevin,tablet,194.33.126.19
d2bd6f55-fdf9-4f82-bfb3-e5751a246cf4,2023-02-02 04:56:18.998851,8c4f5afd-5010-49f9-9321-007cd166c00a,16986,credit,"Morton, Richardson and Walsh",Ellismouth,mobile,86.30.135.133
c7bc1b13-b6e6-40b0-b5b1-7a9b40e0669b,2022-03-14 16:11:40.392505,b3eed35a-a12e-4544-b7ca-423453ddaa2e,65731,debit,Reed-Merritt,Lake Michael,tablet,216.182.225.128
e3f50ce2-2c5a-4f85-b2ca-ec56c886b2e9,2022-08-13 01:31:09.348702,6da7f778-1784-472a-bf7f-4954f8c5ddcf,86993,debit,Taylor PLC,Mendozamouth,tablet,148.51.39.106
87a5c17e-cdd7-4f8f-a3ea-91f61ad44587,2021-06-14 12:40:48.581248,b7699855-4236-415f-91e1-7e9be212a79c,26886,debit,Coleman-Thomas,East Linda,desktop,43.38.16.239
110fdc07-b179-4b10-892c-3a4a6df1b70c,2020-10-26 08:23:59.932881,8a534f75-b5be-400d-92c8-3e9f139fcea0,99398,debit,Gordon-Vasquez,South Wendy,mobile,189.226.73.124
540eb233-1180-43c1-b43f-8c0dacb37569,2024-01-29 07:27:59.644862,8b8e2c8f-4563-4521-8cf7-2428cb35da77,50821,credit,Cook-Vasquez,South Cory,mobile,96.184.237.24
8b77f8e8-6ddf-4545-a1f2-5193109264d7,2022-07-26 16:13:26.994621,0e66d9d3-7d14-419b-9a09-0834a6a095a7,78342,debit,"Rodriguez, Brown and Rodriguez",Port Barbara,mobile,129.174.56.167
0724bf36-d58d-484a-8346-ed1342c92d17,2020-05-15 05:33:29.627063,7a67ac3a-89f5-4dfd-9747-be662a610df9,59868,credit,Adams-Smith,East Kathleen,tablet,27.249.0.236
57c00ae7-72aa-426e-bfbd-1da9d1e30943,2023-09-03 09:59:54.339097,3539ce0a-001b-4b4c-a6f1-aac5a2dfc3d5,29118,credit,Phillips Inc,Hartmantown,desktop,75.153.183.5
a5290192-bf45-4517-8187-696f526447e5,2021-09-26 08:48:26.308589,345ff490-3640-4135-805e-44ca2807c84b,84694,debit,Williams Ltd,Nicholasview,tablet,17.76.183.144
7ea59867-294a-45c1-bf27-6477873e43b1,2020-05-27 08:22:31.838852,c6802ca6-4561-4bd8-a44e-ef953402930e,41347,debit,Kim LLC,New David,mobile,148.159.77.234
0f3d9b91-f175-4e31-8471-ddf5eb1a2551,2024-09-01 18:58:31.882827,deef4144-dc4b-4795-a03c-016b4cee0394,32870,debit,"Lee, Taylor and Contreras",Whitneyfort,tablet,192.47.212.188
b149f874-988b-4bef-b5bd-2f544d48d030,2023-01-03 01:36:45.479144,728f1ea5-a67a-40d2-89d8-e842ead9c092,24039,credit,Bush Group,West Cheryl,desktop,177.104.112.188
997553d3-9b4b-427e-9772-3602efc7cf27,2023-07-16 09:40:19.798982,da0daae3-751a-45c1-bdc2-a92652c7e77f,43204,credit,Williams-Richard,Barrytown,desktop,203.149.121.229
da9a67a3-d678-4bed-8f18-96e05835f9ca,2024-07-10 14:20:23.672940,1465164e-27bf-496a-a8f7-af93de47ef7f,73259,credit,Sanford-Fowler,Andrewberg,desktop,161.1.178.188
939cc1d8-b51c-4d76-8036-f23d0c28be14,2022-02-17 00:45:12.707726,1be3d783-cafd-4f05-9b70-30c0cd1d48c6,22872,credit,"Lopez, Wilson and Miranda",Jefferystad,desktop,64.35.35.120
fe3bd694-e91c-4d6b-8564-58d98d8df712,2025-02-20 19:45:22.544459,e2b14bc9-cceb-41b9-972c-f2bb0c164006,18916,credit,"Phelps, Rollins and Johnson",Jennifershire,tablet,148.17.159.146
83e1e8b2-971f-4823-87c1-3cb838f35b7e,2022-05-08 07:59:08.118544,4388629e-82e1-4239-a85c-fc65d002fe67,66572,credit,Foster Group,New Gary,desktop,149.82.64.3
780ba458-4fdf-495e-8186-765ae6f21f43,2023-02-12 16:26:32.153011,c26d6c62-69be-4a02-8ef5-332bbc8210a0,13380,credit,"Jones, Love and Lopez",Port Charles,mobile,116.74.229.197
bb37efb0-8085-4979-a143-bc230379a9de,2024-03-27 20:23:52.261046,926d8413-e171-4f52-90b2-7116ba8f1832,27124,credit,Kelley PLC,North Michael,mobile,71.157.30.248
4692c500-a6af-4b55-841b-9379f7818fd6,2022-01-30 10:07:39.553386,2e76d8b9-5868-4585-85c2-05dac71f7a12,15654,credit,"Sullivan, Farmer and Hopkins",East Marilyn,tablet,202.22.171.60
8c895930-f8ae-4c4a-8235-b2aa5c8d0c36,2020-06-22 06:57:56.611546,8c68d6f4-fb36-4771-972c-955f08045ee8,46064,debit,Scott-Williams,East Danielshire,desktop,50.142.103.212
42843d63-788a-4b61-88a3-fd4760a724d9,2020-11-19 05:05:53.896999,69ef8aac-debf-475f-938e-78fc29809468,55689,debit,Green PLC,Micheleberg,mobile,204.72.43.34
602c2113-515e-464c-a072-fa37cb2b848f,2024-09-15 16:08:05.686997,1a2c4319-d8ca-4517-a23e-6e55c53d91a8,34461,credit,Gibson-Berry,East Nathaniel,mobile,54.145.18.207
365b6b5b-e3e3-4f2e-a133-c31fad1b85da,2022-09-14 02:53:05.052259,0b66b8f2-c1eb-4d99-bf21-e10bc9d47cfc,9032,debit,Robles-Hernandez,Michaelborough,desktop,2.157.154.101
b00ce73c-3cd8-4488-8823-360dc20d248e,2024-12-06 10:05:11.888271,430c4652-ade5-41b3-b6a1-2a5de8d4b0b5,41357,debit,"Cook, Clark and Pace",New Markmouth,desktop,123.53.240.40
419345ef-81b8-4102-bd31-e4f95dc581bb,2023-11-15 06:05:24.484622,43f59677-a574-416a-a9a0-1f9d23aabbf6,84719,credit,Conrad-Schmidt,South Janechester,mobile,4.14.221.197
38adacb2-be51-412e-9f85-25aec855a219,2022-02-26 09:39:00.468872,6f64801f-a48e-433d-8877-f1e6185f11bc,55471,debit,Franklin-Powell,Ryanmouth,desktop,215.130.93.167
d5857194-61e5-46c5-b6ea-d44f70731c24,2020-05-15 11:49:25.581551,1c773b66-d5db-4120-8c15-e56d72c45a1a,52361,credit,Calhoun-Johnson,Jacobside,desktop,58.102.44.169
cb6083b9-ba62-48fe-abf7-84c4f1eb601a,2020-08-20 15:00:18.220819,c4b3d636-3ca9-4c9f-85ec-f71ba7cee62c,32495,debit,Brown-Bradley,West Theodoreland,mobile,22.29.207.114
bce0fc15-1579-47e9-b97b-4d474fcaac35,2024-12-18 07:48:37.772485,3bcb6bca-d605-4634-a19f-971ce3460658,52403,credit,"Moore, Randall and Strickland",Calhounville,desktop,65.11.142.133
283b80e7-ba52-4965-9397-53cd3e4010a6,2021-10-09 06:52:31.695395,16811024-627b-4211-8a9a-934889f56635,39074,debit,Baker-Adkins,Sandersburgh,desktop,159.13.186.69
23d615f1-44e3-4438-9c12-e926282412fc,2025-03-19 06:59:39.423358,871324fa-a3cc-401a-b794-efbe2c078624,18761,debit,Campbell Ltd,North Lindsey,tablet,185.174.199.246
1796ff25-52ae-4318-bf08-10d691cf104b,2022-04-26 02:35:45.204777,5bafda83-d2d3-4594-955c-7bda26ad059f,61603,credit,Fischer Group,Kimberlyfort,tablet,77.128.49.221
4178d4bd-58a7-452a-8cc5-9f256d991d06,2020-03-09 11:09:51.153655,53492be2-106a-4831-aee3-87851ec48668,10862,credit,"Bolton, Owens and Patterson",Lisashire,tablet,153.140.211.187
29a8ba55-65bf-4040-b473-04d48f9a63f9,2021-08-15 07:44:48.148638,5c869ade-3980-48dd-9c41-b57f0a23a053,8723,debit,Bird-Thornton,Juliastad,desktop,52.245.151.245
9d54e93c-3bdf-4203-8e30-f53e2c56fc8a,2020-01-30 16:24:33.028864,c20fafa8-3528-4648-8a34-af497b76f928,31575,debit,Moore PLC,East Rebecca,mobile,180.102.41.88
c5408807-f1b9-41e1-8de3-087f281d3941,2022-02-16 16:46:12.590980,a5b95aea-2c45-44c8-9c9d-0b840b6f0985,22100,credit,Carroll-Simon,West Donaldton,mobile,116.149.189.174
35f22fbf-32a9-4a8d-aa99-d5a7357a98d0,2021-07-02 06:54:28.306000,e99a367b-d720-4e3e-ae94-08d5842d1668,47737,debit,"Cook, Brown and Moore",Kellyburgh,desktop,81.226.186.177
367d1d31-29d6-4f78-9d10-e3f32beac748,2022-12-02 03:57:54.996907,315b5073-8d57-4238-9d57-b0ea92553701,49169,debit,"Ray, Fletcher and Rodriguez",Castroshire,tablet,75.115.217.30
07bb3288-7339-4b24-9740-ca2302e5b940,2024-07-24 13:43:53.884991,a796a68a-ea6d-4a7e-9dd5-874a6aa83470,81137,debit,Rivera PLC,New Brandy,desktop,134.185.207.170
d3a9072d-f391-46e0-b7ad-5e22b000dfcc,2024-11-05 07:04:21.482244,b82905b5-79fb-4cd2-b358-1a493b408cda,83770,credit,Lara PLC,Vegaberg,desktop,80.219.116.164
72c06bb6-22ba-4f03-a544-859236fdbedf,2020-11-26 18:55:08.723288,aa4586f5-dd26-48c0-b7a2-e62c74c488c2,58785,credit,Mitchell-Martin,North Nicholasmouth,tablet,38.53.109.95
